0,1,2,P_Tags
Section I - Assets,Foreign Currency,Total Currency,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",0,0,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",3568,974374,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,0,232453,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(ii)Other securities,0,98435,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(i) Debt,0,74474,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(ii) Shares,17167,24564,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",0,0,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(ii) To regulated financial institutions,1530,31237,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",0,0,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(iv) To foreign governments,0,0,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(v) Lease receivables,0,0,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(vi) To individuals for non-business purposes,0,916625,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,0,617,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,0,0,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(vii) Reverse repurchase agreements,0,0,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(viii) To individuals and others for business purposes,0,121418,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,0,0,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,0,121418,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(A) Insured,0,3016234,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,212922,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(C) Uninsured,0,3189589,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(D) Reverse Mortgages,0,362328,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
(ii) Non-residential,0,148175,"Concentra Bank, As At November 30, 2023, (in thousands of dollars), Concentra Bank, As At November 30, 2023, (in thousands of dollars)"
